CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5432448,01/05/2016 01:40:40 AM,01/14/2016 05:01:57 PM,01/14/2016 05:01:57 PM,Closed,Scheduled -,Entertainment Commission - G,Noise Report,entertainment,Noise Report - entertainment,"3024 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.766897602298, -122.420322472231)",Web Self Service,
5434104,01/05/2016 11:59:14 AM,01/11/2016 12:00:00 PM,01/11/2016 12:00:00 PM,Closed,Case Completed - resolved: spoke with Ryan Super. for  Swinerton and he stated that the crews dont start until 7am  - no work before 7am confirmed,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Not associated with a specific address,0,,,Web Self Service,
5434764,01/05/2016 01:54:00 PM,01/05/2016 04:18:06 PM,01/05/2016 04:18:06 PM,Closed,"Case Transferred - Environmental Health- DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,Intersection of WHITE ST and VALLEJO ST,3,Russian Hill,"(37.7972294656459, -122.419497078688)",Voice In,
5434793,01/05/2016 02:01:28 PM,01/06/2016 05:21:32 AM,01/06/2016 05:21:32 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"1245 GREEN ST, SAN FRANCISCO, CA, 94109",3,Russian Hill,"(37.798045036574, -122.419613550922)",Voice In,
5434909,01/05/2016 02:19:43 PM,01/07/2016 02:27:56 PM,01/07/2016 02:27:56 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5436237,01/05/2016 08:41:43 PM,01/06/2016 05:21:31 AM,01/06/2016 05:21:31 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"632 HYDE ST, SAN FRANCISCO, CA, 94109",6,Lower Nob Hill,"(37.786765069495, -122.416343649161)",Web Self Service,
5436472,01/05/2016 11:05:25 PM,01/07/2016 12:00:00 PM,01/07/2016 12:00:00 PM,Closed,Case Completed - resolved: no condition found. MP -,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of MISSION ST and CESAR CHAVEZ ST,9,Bernal Heights,"(37.7481655821169, -122.418221233385)",Voice In,
5436905,01/06/2016 08:06:31 AM,01/06/2016 11:59:53 AM,01/06/2016 11:59:53 AM,Closed,"Case Transferred - DPE Environmental Health
 415-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"3349 18TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761988459394, -122.419659706912)",Web Self Service,
5437386,01/06/2016 09:39:11 AM,01/08/2016 10:25:24 AM,01/08/2016 10:25:24 AM,Closed,"Case Resolved - BID complaint no. 201690501 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"2190 WASHINGTON ST, SAN FRANCISCO, CA, 94109",2,Pacific Heights,"(37.792368738784, -122.429113043193)",Voice In,
5437857,01/06/2016 10:57:33 AM,01/08/2016 12:57:30 PM,01/08/2016 12:57:30 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5439828,01/06/2016 05:03:03 PM,01/07/2016 05:22:37 AM,01/07/2016 05:22:37 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,delivery_service_vehicle,Noise Report - delivery_service_vehicle,Not associated with a specific address,0,,,Web Self Service,
5440416,01/06/2016 10:03:03 PM,01/07/2016 05:22:38 AM,01/07/2016 05:22:38 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"3585 20TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75841160586, -122.420749643138)",Web Self Service,
5440451,01/06/2016 10:31:32 PM,01/07/2016 05:22:38 AM,01/07/2016 05:22:38 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5440523,01/07/2016 12:40:24 AM,01/08/2016 10:57:11 AM,01/08/2016 10:57:11 AM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of SILVER AVE and MISSION ST,11,Mission Terrace,"(37.7287295224565, -122.431293958694)",Voice In,
5440613,01/07/2016 06:34:12 AM,01/08/2016 08:08:46 AM,01/08/2016 08:08:46 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,Not associated with a specific address,0,,,Web Self Service,
5440944,01/07/2016 08:39:22 AM,01/08/2016 08:08:46 AM,01/08/2016 08:08:46 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"250 VALENCIA ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.76899139835, -122.422441424799)",Web Self Service,
5443056,01/07/2016 03:30:17 PM,01/08/2016 03:21:30 PM,01/08/2016 03:21:30 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of SACRAMENTO ST and MONTGOMERY ST,3,Financial District,"(37.7937798873094, -122.40295724496)",Voice In,
5443917,01/07/2016 07:46:48 PM,01/08/2016 01:02:43 PM,01/08/2016 01:02:43 PM,Closed,"Case Transferred - DPH Environmental Health
 415-252-3800",DPH - Environmental Health - G,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"1550 FILLMORE ST, SAN FRANCISCO, CA, 94115",5,Japantown,"(37.784025373435, -122.432656954115)",Web Self Service,
5444069,01/07/2016 10:18:54 PM,01/14/2016 12:00:00 PM,01/14/2016 12:00:00 PM,Closed,Case Completed - resolved: this is a PG&E project 15EXC-7820. VPI is replacing #5 box and transformer in the NW corner of this location. Generator is running to keep power on in the surrounding area. - None. Work should be completed by 1-13-16,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"990 FULTON ST, SAN FRANCISCO, CA, 94117",5,Alamo Square,"(37.777638043986, -122.432919339709)",Web Self Service,
5444113,01/07/2016 11:27:52 PM,01/08/2016 04:06:43 PM,01/08/2016 04:06:43 PM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of 7TH AVE and CALIFORNIA ST,1,Presidio Terrace,"(37.7848523865455, -122.46563244875)",Voice In,
5444136,01/08/2016 12:09:43 AM,01/20/2016 05:00:44 PM,01/20/2016 05:00:44 PM,Closed,"Insufficient Information Provided - The resident's contact number is invalid. In addition, DPH Environmental Health requires that the resident identify the specific noise source and location of the fixed mechanical equipment in order to determine if the noise is a violation of the SF Noise Ordinance.",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,Not associated with a specific address,0,,,Web Self Service,
5444187,01/08/2016 03:34:47 AM,01/09/2016 05:38:55 AM,01/09/2016 05:38:55 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2637 YORBA ST, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.734600207639, -122.495119170692)",Web Self Service,
5445156,01/08/2016 10:37:34 AM,01/11/2016 04:03:37 PM,01/11/2016 04:03:37 PM,Closed,"Case Transferred - Environmental Health- DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,mechanical_equipment,Noise Report - mechanical_equipment,"1795 38TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.753606208321, -122.496991969278)",Web Self Service,
5447436,01/08/2016 06:50:42 PM,,01/08/2016 06:50:42 PM,Open,accepted,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Not associated with a specific address,0,,,Web Self Service,
5447845,01/09/2016 07:21:25 AM,01/11/2016 12:00:00 PM,01/11/2016 12:00:00 PM,Closed,Case Completed - resolved: 1/11/16: Noise is allowed to begin at 7am. GS - 1/11/16: No further action required. GS,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"3000 GEARY BLVD, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.781128276704, -122.455361947117)",Web Self Service,
5448416,01/09/2016 11:12:22 AM,01/11/2016 10:33:49 AM,01/11/2016 10:33:49 AM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of VAN NESS AVE and GREENWICH ST,2,Union Street,"(37.8004149307588, -122.424358537175)",Voice In,
5449882,01/09/2016 11:07:57 PM,01/10/2016 05:09:19 AM,01/10/2016 05:09:19 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5449885,01/09/2016 11:19:00 PM,01/10/2016 05:09:25 AM,01/10/2016 05:09:25 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"3140 CLAY ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.789481471714, -122.444786768765)",Web Self Service,
5450192,01/10/2016 08:59:10 AM,,01/10/2016 09:00:39 AM,Open,accepted,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of STOCKTON ST and LOMBARD ST,3,North Beach,"(37.8032367019346, -122.409749362248)",Voice In,
5450589,01/10/2016 11:50:35 AM,01/13/2016 03:46:47 PM,01/13/2016 03:46:47 PM,Closed,"Case Resolved - BID complaint no. 201691591 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"625 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777850053186, -122.410454288534)",Voice In,
5451351,01/10/2016 04:53:33 PM,01/14/2016 05:03:42 PM,01/14/2016 05:03:42 PM,Closed,Scheduled -,Entertainment Commission - G,Noise Report,entertainment,Noise Report - entertainment,"1300 FILLMORE ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.781462526983, -122.432283326108)",Web Self Service,
5451664,01/10/2016 08:23:02 PM,01/11/2016 05:39:55 AM,01/11/2016 05:39:55 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"527 ARCH ST, SAN FRANCISCO, CA, 94132",11,Ingleside,"(37.720183993073, -122.467280339309)",Web Self Service,
5452042,01/11/2016 05:34:22 AM,01/20/2016 01:13:11 PM,01/20/2016 01:13:11 PM,Closed,Case is Invalid - Unverifiable address,DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,Intersection of MARKET ST and TURK ST,6,Tenderloin,"(37.7832878821779, -122.408952214449)",Voice In,
5453094,01/11/2016 10:27:28 AM,01/13/2016 09:19:32 AM,01/13/2016 09:19:32 AM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Not associated with a specific address,0,,,Voice In,
5453579,01/11/2016 11:55:56 AM,01/12/2016 05:10:31 AM,01/12/2016 05:10:31 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2300 28TH AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.744351365237, -122.485297049759)",Web Self Service,
5454517,01/11/2016 02:52:44 PM,01/12/2016 05:10:27 AM,01/12/2016 05:10:27 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,other_excessive_noise,Noise Report - other_excessive_noise,"707 SHRADER ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,"(37.76821333, -122.45180532692)",Web Self Service,
5455265,01/11/2016 06:00:47 PM,01/15/2016 04:03:56 PM,01/15/2016 04:03:56 PM,Closed,"Case Transferred - Environmental Health- DPH
 
 (415)-252-3800",DPH - Environmental Health - G,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"1023 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780362066572, -122.409218229231)",Voice In,
5455518,01/11/2016 07:57:03 PM,01/12/2016 05:10:34 AM,01/12/2016 05:10:34 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,construction_emergency,Noise Report - construction_emergency,"34 PEARL ST, SAN FRANCISCO, CA, 94103",8,Mint Hill,"(37.770817501867, -122.424154057827)",Voice In,
5455919,01/12/2016 05:48:31 AM,01/12/2016 04:12:52 PM,01/12/2016 04:12:52 PM,Closed,"Case Resolved - BID complaint no. 201691271 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"131 MISSOURI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.764684035392, -122.39654872449)",Voice In,
5455924,01/12/2016 05:53:53 AM,01/12/2016 04:15:06 PM,01/12/2016 04:15:06 PM,Closed,"Case is a Duplicate - BID complaint no.201691271 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"131 MISSOURI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.764684035392, -122.39654872449)",Web Self Service,
5456004,01/12/2016 07:19:28 AM,01/14/2016 10:48:46 AM,01/14/2016 10:48:46 AM,Closed,Case Transferred -,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,605_Vehicle_Maintenance_Noise,Intersection of VAN NESS AVE and GROVE ST,5,Civic Center,"(37.7782510976041, -122.419883209787)",Voice In,
5456486,01/12/2016 08:51:31 AM,01/22/2016 12:00:00 PM,01/22/2016 12:00:00 PM,Closed,Case Completed - resolved: building is being demo'd at 155 Hayes St. Demo appears to be completed - none,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,"200 VAN NESS AVE, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.77751784688, -122.419473711103)",Voice In,
5457648,01/12/2016 12:32:13 PM,01/13/2016 05:10:53 AM,01/13/2016 05:10:53 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"1233 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788298131691, -122.420363794913)",Web Self Service,
5458398,01/12/2016 02:41:37 PM,01/14/2016 04:13:13 PM,01/14/2016 04:13:13 PM,Closed,Case Resolved - The situation has been addressed.,RPD Public Affairs Queue,Rec and Park Requests,Park - Park_Patrol,Noise,"Golden Gate Park, , SAN FRANCISCO, CA, 94122",1,Golden Gate Park,"(37.769059013, -122.4809487)",Web Self Service,
5459163,01/12/2016 05:42:18 PM,01/25/2016 09:38:30 AM,01/25/2016 09:38:30 AM,Closed,"Case Resolved - BID complaint no. 201694391 has been filed with DBI (415) 558-6570.  To view the status, please visit our website at www.sfdbi.org",DBI Permit Services Queue,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"131 MISSOURI ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.764684035392, -122.39654872449)",Web Self Service,
5459560,01/12/2016 09:20:31 PM,01/13/2016 12:28:38 PM,01/13/2016 12:28:38 PM,Closed,"Case Resolved - BID complaint no. 201691501 has been filed with DBI (415) 558-6570.   To view the status, please visit our website at www.sfdbi.org",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,Not associated with a specific address,0,,,Voice In,
5459660,01/12/2016 11:06:05 PM,01/13/2016 05:10:59 AM,01/13/2016 05:10:59 AM,Closed,Accepted - Noise informational reports closed and summarized for department use.,Noise Report Queue,Noise Report,amplified_sound_electronics,Noise Report - amplified_sound_electronics,"2050 24TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.749319028892, -122.481344292855)",Web Self Service,
5459682,01/12/2016 11:37:12 PM,01/14/2016 12:00:00 PM,01/14/2016 12:00:00 PM,Closed,Case Completed - resolved: condition not found =- not sure where noise is coming from - no additional action,DPW BSM Queue,Noise Report,construction_public,Noise Report - construction_public,Intersection of WEBSTER ST and HAIGHT ST,5,Lower Haight,"(37.7723158293537, -122.428801992051)",Voice In,
